,Image,Quality_Binary,Error_Multi,Problem
79,Spule001_Image0080.jpg,0,0.0,
80,Spule001_Image0081.jpg,0,0.0,
81,Spule001_Image0082.jpg,0,0.0,
82,Spule001_Image0083.jpg,0,0.0,
83,Spule001_Image0084.jpg,0,0.0,
84,Spule001_Image0085.jpg,0,0.0,
85,Spule001_Image0086.jpg,0,0.0,
86,Spule001_Image0087.jpg,1,2.0,
87,Spule001_Image0088.jpg,1,2.0,
88,Spule001_Image0089.jpg,0,0.0,
89,Spule001_Image0090.jpg,0,0.0,
90,Spule001_Image0092.jpg,1,2.0,
91,Spule001_Image0093.jpg,0,0.0,
92,Spule001_Image0094.jpg,0,0.0,
93,Spule001_Image0095.jpg,1,2.0,
94,Spule001_Image0096.jpg,1,2.0,
95,Spule001_Image0097.jpg,1,2.0,
96,Spule001_Image0098.jpg,0,0.0,
97,Spule001_Image0099.jpg,1,6.0,
98,Spule001_Image0100.jpg,1,2.0,
99,Spule001_Image0101.jpg,0,0.0,
100,Spule001_Image0102.jpg,0,0.0,
101,Spule001_Image0103.jpg,1,3.0,
102,Spule001_Image0104.jpg,0,0.0,
103,Spule001_Image0105.jpg,0,0.0,
104,Spule001_Image0106.jpg,0,0.0,
105,Spule001_Image0107.jpg,1,3.0,
106,Spule001_Image0108.jpg,1,1.0,
107,Spule001_Image0109.jpg,0,0.0,
108,Spule001_Image0110.jpg,0,0.0,
109,Spule001_Image0111.jpg,1,3.0,
110,Spule001_Image0112.jpg,1,1.0,
111,Spule001_Image0113.jpg,0,0.0,
112,Spule001_Image0114.jpg,0,0.0,
113,Spule001_Image0115.jpg,1,6.0,
114,Spule001_Image0116.jpg,1,4.0,
115,Spule001_Image0117.jpg,0,0.0,
116,Spule001_Image0118.jpg,0,0.0,
117,Spule001_Image0119.jpg,1,6.0,
118,Spule001_Image0120.jpg,1,4.0,
119,Spule001_Image0121.jpg,0,0.0,
120,Spule001_Image0122.jpg,0,0.0,
121,Spule001_Image0123.jpg,1,6.0,
122,Spule001_Image0124.jpg,1,4.0,
123,Spule001_Image0125.jpg,0,0.0,
124,Spule001_Image0126.jpg,0,0.0,
125,Spule001_Image0127.jpg,1,6.0,
126,Spule001_Image0128.jpg,1,4.0,
127,Spule001_Image0129.jpg,0,0.0,
128,Spule001_Image0130.jpg,0,0.0,
129,Spule001_Image0131.jpg,1,6.0,
130,Spule001_Image0132.jpg,1,4.0,
131,Spule001_Image0133.jpg,0,0.0,
132,Spule001_Image0134.jpg,0,0.0,
133,Spule001_Image0135.jpg,1,6.0,
134,Spule001_Image0136.jpg,1,4.0,
135,Spule001_Image0137.jpg,0,0.0,
136,Spule001_Image0138.jpg,0,0.0,
137,Spule001_Image0139.jpg,1,6.0,
138,Spule001_Image0140.jpg,1,4.0,
139,Spule001_Image0141.jpg,0,0.0,
140,Spule001_Image0142.jpg,0,0.0,
141,Spule001_Image0143.jpg,1,6.0,
142,Spule001_Image0144.jpg,1,4.0,
143,Spule001_Image0145.jpg,0,0.0,
144,Spule001_Image0146.jpg,0,0.0,
145,Spule001_Image0147.jpg,1,6.0,
146,Spule001_Image0148.jpg,1,4.0,
147,Spule001_Image0149.jpg,0,0.0,
148,Spule001_Image0150.jpg,0,0.0,
149,Spule001_Image0151.jpg,1,6.0,
150,Spule001_Image0152.jpg,1,4.0,
151,Spule001_Image0153.jpg,0,0.0,
152,Spule001_Image0154.jpg,0,0.0,
153,Spule001_Image0155.jpg,1,6.0,
154,Spule001_Image0156.jpg,1,4.0,
155,Spule001_Image0157.jpg,0,0.0,
156,Spule001_Image0158.jpg,0,0.0,
157,Spule001_Image0159.jpg,1,6.0,
158,Spule001_Image0160.jpg,1,4.0,
159,Spule001_Image0161.jpg,0,0.0,
160,Spule001_Image0162.jpg,0,0.0,
161,Spule001_Image0163.jpg,1,6.0,
162,Spule001_Image0164.jpg,1,4.0,
163,Spule001_Image0165.jpg,0,0.0,
164,Spule001_Image0166.jpg,0,0.0,
165,Spule001_Image0167.jpg,1,6.0,
166,Spule001_Image0168.jpg,1,4.0,
167,Spule001_Image0169.jpg,0,0.0,
168,Spule001_Image0170.jpg,0,0.0,
169,Spule001_Image0171.jpg,1,6.0,
170,Spule001_Image0172.jpg,1,4.0,
171,Spule001_Image0173.jpg,0,0.0,
172,Spule001_Image0174.jpg,0,0.0,
173,Spule001_Image0175.jpg,1,6.0,
174,Spule001_Image0176.jpg,1,4.0,
175,Spule001_Image0177.jpg,0,0.0,
176,Spule001_Image0178.jpg,0,0.0,
177,Spule001_Image0179.jpg,1,6.0,
178,Spule001_Image0180.jpg,1,4.0,
179,Spule001_Image0181.jpg,0,0.0,
180,Spule001_Image0182.jpg,0,0.0,
181,Spule001_Image0183.jpg,1,6.0,
182,Spule001_Image0184.jpg,1,4.0,
183,Spule001_Image0185.jpg,0,0.0,
184,Spule001_Image0186.jpg,0,0.0,
185,Spule001_Image0187.jpg,1,6.0,
186,Spule001_Image0188.jpg,1,4.0,
187,Spule001_Image0189.jpg,0,0.0,
188,Spule001_Image0190.jpg,0,0.0,
189,Spule001_Image0191.jpg,1,6.0,
190,Spule001_Image0192.jpg,1,4.0,
191,Spule001_Image0193.jpg,0,0.0,
192,Spule001_Image0194.jpg,0,0.0,
193,Spule001_Image0195.jpg,1,6.0,
194,Spule001_Image0196.jpg,1,4.0,
195,Spule001_Image0197.jpg,0,0.0,
196,Spule001_Image0198.jpg,0,0.0,
197,Spule001_Image0199.jpg,1,6.0,
198,Spule001_Image0200.jpg,1,4.0,
199,Spule001_Image0201.jpg,0,0.0,
200,Spule001_Image0202.jpg,0,0.0,
201,Spule001_Image0203.jpg,1,6.0,
202,Spule001_Image0204.jpg,1,4.0,
203,Spule001_Image0205.jpg,0,0.0,
204,Spule001_Image0206.jpg,0,0.0,
205,Spule001_Image0207.jpg,1,6.0,
206,Spule001_Image0208.jpg,1,4.0,
207,Spule001_Image0209.jpg,0,0.0,
208,Spule001_Image0210.jpg,0,0.0,
209,Spule001_Image0211.jpg,1,6.0,
210,Spule001_Image0212.jpg,1,4.0,
211,Spule001_Image0213.jpg,0,0.0,
212,Spule001_Image0214.jpg,0,0.0,
213,Spule001_Image0215.jpg,1,6.0,
214,Spule001_Image0216.jpg,1,4.0,
215,Spule001_Image0217.jpg,0,0.0,
216,Spule001_Image0218.jpg,0,0.0,
217,Spule001_Image0219.jpg,1,6.0,
218,Spule001_Image0220.jpg,1,4.0,
219,Spule001_Image0221.jpg,0,0.0,
220,Spule001_Image0222.jpg,0,0.0,
221,Spule001_Image0223.jpg,1,6.0,
222,Spule001_Image0224.jpg,1,4.0,
223,Spule001_Image0225.jpg,0,0.0,
224,Spule001_Image0226.jpg,0,0.0,
225,Spule001_Image0227.jpg,1,6.0,
226,Spule001_Image0228.jpg,1,4.0,
227,Spule001_Image0229.jpg,0,0.0,
228,Spule001_Image0230.jpg,0,0.0,
229,Spule001_Image0231.jpg,1,6.0,
230,Spule001_Image0232.jpg,1,4.0,
231,Spule001_Image0233.jpg,0,0.0,
232,Spule001_Image0234.jpg,0,0.0,
233,Spule001_Image0235.jpg,1,6.0,
234,Spule001_Image0236.jpg,1,4.0,
235,Spule001_Image0237.jpg,0,0.0,
236,Spule001_Image0238.jpg,0,0.0,
237,Spule001_Image0239.jpg,1,6.0,
238,Spule001_Image0240.jpg,1,4.0,
239,Spule001_Image0241.jpg,0,0.0,
240,Spule001_Image0242.jpg,0,0.0,
241,Spule001_Image0243.jpg,1,6.0,
242,Spule001_Image0244.jpg,1,4.0,
243,Spule001_Image0245.jpg,0,0.0,
244,Spule001_Image0246.jpg,0,0.0,
245,Spule001_Image0247.jpg,1,6.0,
246,Spule001_Image0248.jpg,1,4.0,
247,Spule001_Image0249.jpg,0,0.0,
248,Spule001_Image0250.jpg,0,0.0,
249,Spule001_Image0251.jpg,1,6.0,
250,Spule001_Image0252.jpg,1,4.0,
251,Spule001_Image0253.jpg,0,0.0,
252,Spule001_Image0254.jpg,0,0.0,
253,Spule001_Image0255.jpg,1,6.0,
254,Spule001_Image0256.jpg,1,4.0,
255,Spule001_Image0257.jpg,0,0.0,
256,Spule001_Image0258.jpg,0,0.0,
257,Spule001_Image0259.jpg,1,6.0,
258,Spule001_Image0260.jpg,1,1.0,
259,Spule001_Image0261.jpg,0,0.0,
260,Spule001_Image0262.jpg,0,0.0,
261,Spule001_Image0263.jpg,1,6.0,
262,Spule001_Image0264.jpg,1,1.0,
263,Spule001_Image0265.jpg,0,0.0,
264,Spule001_Image0266.jpg,0,0.0,
265,Spule001_Image0267.jpg,1,6.0,
266,Spule001_Image0268.jpg,1,4.0,
267,Spule001_Image0269.jpg,0,0.0,
268,Spule001_Image0270.jpg,0,0.0,
269,Spule001_Image0271.jpg,1,6.0,
270,Spule001_Image0272.jpg,1,4.0,
271,Spule001_Image0273.jpg,0,0.0,
272,Spule001_Image0274.jpg,0,0.0,
273,Spule001_Image0275.jpg,1,6.0,
274,Spule001_Image0276.jpg,1,4.0,
275,Spule001_Image0277.jpg,0,0.0,
276,Spule001_Image0278.jpg,0,0.0,
277,Spule001_Image0279.jpg,1,6.0,
278,Spule001_Image0280.jpg,1,4.0,
279,Spule001_Image0281.jpg,0,0.0,
280,Spule001_Image0282.jpg,0,0.0,
281,Spule001_Image0283.jpg,1,6.0,
282,Spule001_Image0284.jpg,1,4.0,
283,Spule001_Image0285.jpg,0,0.0,
284,Spule001_Image0286.jpg,0,0.0,
285,Spule001_Image0287.jpg,1,3.0,
286,Spule001_Image0288.jpg,1,4.0,
287,Spule001_Image0289.jpg,0,0.0,
288,Spule001_Image0290.jpg,0,0.0,
289,Spule001_Image0291.jpg,1,3.0,
290,Spule001_Image0292.jpg,1,4.0,
291,Spule001_Image0293.jpg,0,0.0,
292,Spule001_Image0294.jpg,0,0.0,
293,Spule001_Image0295.jpg,1,3.0,
294,Spule001_Image0296.jpg,1,4.0,
295,Spule001_Image0297.jpg,0,0.0,
296,Spule001_Image0298.jpg,0,0.0,
297,Spule001_Image0299.jpg,1,3.0,
298,Spule001_Image0300.jpg,1,4.0,
299,Spule001_Image0301.jpg,0,0.0,
300,Spule001_Image0302.jpg,0,0.0,
301,Spule001_Image0303.jpg,1,3.0,
302,Spule001_Image0304.jpg,1,4.0,
303,Spule001_Image0305.jpg,1,2.0,
304,Spule001_Image0306.jpg,0,0.0,
305,Spule001_Image0307.jpg,1,3.0,
306,Spule001_Image0308.jpg,1,4.0,
307,Spule001_Image0309.jpg,1,2.0,
308,Spule001_Image0310.jpg,0,0.0,
309,Spule001_Image0311.jpg,1,3.0,
310,Spule001_Image0312.jpg,1,4.0,
311,Spule001_Image0313.jpg,1,4.0,
312,Spule001_Image0314.jpg,1,1.0,
313,Spule001_Image0315.jpg,1,5.0,
314,Spule001_Image0316.jpg,1,4.0,
315,Spule001_Image0317.jpg,1,4.0,
316,Spule001_Image0318.jpg,1,1.0,
317,Spule001_Image0319.jpg,1,5.0,
318,Spule001_Image0320.jpg,1,4.0,
319,Spule001_Image0321.jpg,1,4.0,
320,Spule001_Image0322.jpg,1,5.0,
321,Spule001_Image0323.jpg,1,5.0,
322,Spule001_Image0324.jpg,1,7.0,
323,Spule001_Image0325.jpg,1,4.0,
324,Spule001_Image0326.jpg,1,7.0,
325,Spule001_Image0327.jpg,1,5.0,
326,Spule001_Image0328.jpg,1,7.0,
327,Spule001_Image0329.jpg,1,4.0,
328,Spule001_Image0330.jpg,1,7.0,
329,Spule001_Image0331.jpg,1,5.0,
330,Spule001_Image0332.jpg,1,7.0,
331,Spule001_Image0333.jpg,1,4.0,
332,Spule001_Image0334.jpg,1,7.0,
333,Spule001_Image0335.jpg,1,5.0,
334,Spule001_Image0336.jpg,1,7.0,
335,Spule001_Image0337.jpg,1,4.0,
336,Spule001_Image0338.jpg,1,7.0,
337,Spule001_Image0339.jpg,1,5.0,
338,Spule001_Image0340.jpg,1,7.0,
339,Spule001_Image0341.jpg,1,4.0,
340,Spule001_Image0342.jpg,1,7.0,
341,Spule001_Image0343.jpg,1,5.0,
342,Spule001_Image0344.jpg,1,7.0,
343,Spule001_Image0345.jpg,1,4.0,
344,Spule001_Image0346.jpg,1,7.0,
345,Spule001_Image0347.jpg,1,5.0,
346,Spule001_Image0348.jpg,1,7.0,
347,Spule001_Image0349.jpg,1,4.0,
348,Spule001_Image0350.jpg,1,7.0,
349,Spule001_Image0351.jpg,1,5.0,
350,Spule001_Image0352.jpg,1,7.0,
351,Spule001_Image0353.jpg,1,4.0,
352,Spule001_Image0354.jpg,1,7.0,
353,Spule001_Image0355.jpg,1,5.0,
354,Spule001_Image0356.jpg,1,7.0,
355,Spule001_Image0357.jpg,1,4.0,
356,Spule001_Image0358.jpg,1,7.0,
357,Spule001_Image0359.jpg,1,5.0,
358,Spule001_Image0360.jpg,1,7.0,
359,Spule001_Image0361.jpg,1,4.0,
360,Spule001_Image0362.jpg,1,7.0,
361,Spule001_Image0363.jpg,1,5.0,
362,Spule001_Image0364.jpg,1,7.0,
363,Spule001_Image0365.jpg,1,4.0,
364,Spule001_Image0366.jpg,1,7.0,
365,Spule001_Image0367.jpg,1,5.0,
366,Spule001_Image0368.jpg,1,7.0,
367,Spule001_Image0369.jpg,1,4.0,
368,Spule001_Image0370.jpg,1,7.0,
369,Spule001_Image0371.jpg,1,5.0,
370,Spule001_Image0372.jpg,1,7.0,
371,Spule001_Image0373.jpg,1,4.0,
372,Spule001_Image0374.jpg,1,7.0,
373,Spule001_Image0375.jpg,1,7.0,
374,Spule001_Image0376.jpg,1,7.0,
375,Spule001_Image0377.jpg,1,4.0,
376,Spule001_Image0378.jpg,1,7.0,
377,Spule001_Image0379.jpg,1,7.0,
378,Spule001_Image0380.jpg,1,7.0,
379,Spule001_Image0381.jpg,1,4.0,
380,Spule001_Image0382.jpg,1,7.0,
381,Spule001_Image0383.jpg,1,7.0,
382,Spule001_Image0384.jpg,1,7.0,
383,Spule001_Image0385.jpg,1,4.0,
384,Spule001_Image0386.jpg,1,7.0,
385,Spule001_Image0387.jpg,1,7.0,
386,Spule001_Image0388.jpg,1,7.0,
387,Spule001_Image0389.jpg,1,4.0,
388,Spule001_Image0390.jpg,1,7.0,
389,Spule001_Image0391.jpg,1,7.0,
390,Spule001_Image0392.jpg,1,7.0,
391,Spule001_Image0393.jpg,1,4.0,
392,Spule001_Image0394.jpg,1,7.0,
393,Spule001_Image0395.jpg,1,7.0,
394,Spule001_Image0396.jpg,1,7.0,
395,Spule001_Image0397.jpg,1,4.0,
396,Spule001_Image0398.jpg,1,7.0,
397,Spule001_Image0399.jpg,1,7.0,
398,Spule001_Image0400.jpg,1,7.0,
399,Spule001_Image0401.jpg,1,4.0,
400,Spule001_Image0402.jpg,1,7.0,
401,Spule001_Image0403.jpg,1,7.0,
402,Spule001_Image0404.jpg,1,7.0,
403,Spule001_Image0405.jpg,1,4.0,
404,Spule001_Image0406.jpg,1,7.0,
405,Spule001_Image0407.jpg,1,7.0,
406,Spule001_Image0408.jpg,1,7.0,
407,Spule001_Image0409.jpg,1,4.0,
408,Spule001_Image0410.jpg,1,7.0,
409,Spule001_Image0411.jpg,1,7.0,
410,Spule001_Image0412.jpg,1,7.0,
411,Spule001_Image0413.jpg,1,4.0,
412,Spule001_Image0414.jpg,1,7.0,
413,Spule001_Image0415.jpg,1,7.0,
414,Spule001_Image0416.jpg,1,7.0,
415,Spule001_Image0417.jpg,1,4.0,
416,Spule001_Image0418.jpg,1,7.0,
417,Spule001_Image0419.jpg,1,7.0,
418,Spule001_Image0420.jpg,1,7.0,
419,Spule001_Image0421.jpg,1,4.0,
420,Spule001_Image0422.jpg,1,7.0,
421,Spule001_Image0423.jpg,1,7.0,
422,Spule001_Image0424.jpg,1,7.0,
423,Spule001_Image0425.jpg,1,4.0,
424,Spule001_Image0426.jpg,1,7.0,
425,Spule001_Image0427.jpg,1,7.0,
426,Spule001_Image0428.jpg,1,7.0,
427,Spule001_Image0429.jpg,1,4.0,
428,Spule001_Image0430.jpg,1,7.0,
429,Spule001_Image0431.jpg,1,7.0,
430,Spule001_Image0432.jpg,1,7.0,
431,Spule001_Image0433.jpg,1,4.0,
432,Spule001_Image0434.jpg,1,7.0,
433,Spule001_Image0435.jpg,1,7.0,
434,Spule001_Image0436.jpg,1,7.0,
435,Spule001_Image0437.jpg,1,4.0,
436,Spule001_Image0438.jpg,1,7.0,
437,Spule001_Image0439.jpg,1,7.0,
438,Spule001_Image0440.jpg,1,7.0,
439,Spule001_Image0441.jpg,1,4.0,
440,Spule001_Image0442.jpg,1,7.0,
441,Spule001_Image0443.jpg,1,7.0,
442,Spule001_Image0444.jpg,1,7.0,
443,Spule001_Image0445.jpg,1,4.0,
444,Spule001_Image0446.jpg,1,7.0,
445,Spule001_Image0447.jpg,1,7.0,
446,Spule001_Image0448.jpg,1,7.0,
447,Spule001_Image0449.jpg,1,4.0,
448,Spule001_Image0450.jpg,1,7.0,
449,Spule001_Image0451.jpg,1,7.0,
450,Spule001_Image0452.jpg,1,7.0,
451,Spule001_Image0453.jpg,1,4.0,
452,Spule001_Image0454.jpg,1,7.0,
453,Spule001_Image0455.jpg,1,7.0,
454,Spule001_Image0456.jpg,1,7.0,
455,Spule001_Image0457.jpg,1,4.0,
456,Spule001_Image0458.jpg,1,7.0,
457,Spule001_Image0459.jpg,1,7.0,
458,Spule001_Image0460.jpg,1,7.0,
459,Spule001_Image0461.jpg,1,4.0,
460,Spule001_Image0462.jpg,1,7.0,
461,Spule001_Image0463.jpg,1,7.0,
462,Spule001_Image0464.jpg,1,7.0,
463,Spule001_Image0465.jpg,1,4.0,
464,Spule001_Image0466.jpg,1,7.0,
465,Spule001_Image0467.jpg,1,7.0,
466,Spule001_Image0468.jpg,1,4.0,
467,Spule001_Image0469.jpg,1,4.0,
468,Spule001_Image0470.jpg,1,7.0,
469,Spule001_Image0471.jpg,1,7.0,
470,Spule001_Image0472.jpg,1,4.0,
471,Spule001_Image0473.jpg,1,4.0,
472,Spule001_Image0474.jpg,1,7.0,
473,Spule001_Image0475.jpg,1,7.0,
474,Spule001_Image0476.jpg,1,4.0,
475,Spule001_Image0477.jpg,1,4.0,
476,Spule001_Image0478.jpg,1,7.0,
477,Spule001_Image0479.jpg,1,7.0,
478,Spule001_Image0480.jpg,1,4.0,
479,Spule001_Image0481.jpg,1,4.0,
480,Spule001_Image0482.jpg,1,7.0,
481,Spule001_Image0483.jpg,1,7.0,
482,Spule001_Image0484.jpg,1,4.0,
483,Spule001_Image0485.jpg,1,4.0,
484,Spule001_Image0486.jpg,1,7.0,
485,Spule001_Image0487.jpg,1,7.0,
486,Spule001_Image0488.jpg,1,4.0,
487,Spule001_Image0489.jpg,1,4.0,
488,Spule001_Image0490.jpg,1,7.0,
489,Spule001_Image0491.jpg,1,7.0,
490,Spule001_Image0492.jpg,1,4.0,
491,Spule001_Image0493.jpg,1,4.0,
492,Spule001_Image0494.jpg,1,7.0,
493,Spule001_Image0495.jpg,1,7.0,
494,Spule001_Image0496.jpg,1,4.0,
495,Spule001_Image0497.jpg,1,4.0,
496,Spule001_Image0498.jpg,1,7.0,
497,Spule001_Image0499.jpg,1,7.0,
498,Spule001_Image0500.jpg,1,4.0,
499,Spule001_Image0501.jpg,1,4.0,
500,Spule001_Image0502.jpg,1,7.0,
501,Spule001_Image0503.jpg,1,7.0,
502,Spule001_Image0504.jpg,1,4.0,
503,Spule001_Image0505.jpg,1,4.0,
504,Spule001_Image0506.jpg,1,7.0,
505,Spule001_Image0507.jpg,1,7.0,
506,Spule001_Image0508.jpg,1,4.0,
507,Spule001_Image0509.jpg,1,7.0,
508,Spule001_Image0510.jpg,1,7.0,
509,Spule001_Image0511.jpg,1,7.0,
510,Spule001_Image0512.jpg,1,4.0,
511,Spule001_Image0513.jpg,1,7.0,
512,Spule001_Image0514.jpg,1,7.0,
513,Spule001_Image0515.jpg,1,7.0,
514,Spule001_Image0516.jpg,1,4.0,
515,Spule001_Image0517.jpg,1,7.0,
516,Spule001_Image0518.jpg,1,7.0,
517,Spule001_Image0519.jpg,1,7.0,
518,Spule001_Image0520.jpg,1,4.0,
519,Spule001_Image0521.jpg,1,7.0,
520,Spule001_Image0522.jpg,1,7.0,
521,Spule001_Image0523.jpg,1,7.0,
522,Spule001_Image0524.jpg,1,4.0,
523,Spule001_Image0525.jpg,1,7.0,
524,Spule001_Image0526.jpg,1,7.0,
525,Spule001_Image0527.jpg,1,7.0,
526,Spule001_Image0528.jpg,1,4.0,
527,Spule001_Image0529.jpg,1,7.0,
528,Spule001_Image0530.jpg,1,7.0,
529,Spule001_Image0531.jpg,1,7.0,
530,Spule001_Image0532.jpg,1,4.0,
531,Spule001_Image0533.jpg,1,7.0,
532,Spule001_Image0534.jpg,1,7.0,
533,Spule001_Image0535.jpg,1,7.0,
534,Spule001_Image0536.jpg,1,4.0,
535,Spule001_Image0537.jpg,1,7.0,
536,Spule001_Image0538.jpg,1,7.0,
537,Spule001_Image0539.jpg,1,7.0,
538,Spule001_Image0540.jpg,1,4.0,
539,Spule001_Image0541.jpg,1,7.0,
540,Spule001_Image0542.jpg,1,7.0,
541,Spule001_Image0543.jpg,1,7.0,
542,Spule001_Image0544.jpg,1,4.0,
543,Spule001_Image0545.jpg,1,7.0,
544,Spule001_Image0546.jpg,1,7.0,
545,Spule001_Image0547.jpg,1,7.0,
546,Spule001_Image0548.jpg,1,4.0,
547,Spule001_Image0549.jpg,1,7.0,
548,Spule001_Image0550.jpg,1,7.0,
549,Spule001_Image0551.jpg,1,7.0,
550,Spule001_Image0552.jpg,1,4.0,
551,Spule001_Image0553.jpg,1,7.0,
552,Spule001_Image0554.jpg,1,7.0,
553,Spule001_Image0555.jpg,1,7.0,
554,Spule001_Image0556.jpg,1,4.0,
555,Spule001_Image0557.jpg,1,7.0,
556,Spule001_Image0558.jpg,1,7.0,
557,Spule001_Image0559.jpg,1,7.0,
558,Spule001_Image0560.jpg,1,4.0,
559,Spule001_Image0561.jpg,1,7.0,
560,Spule001_Image0562.jpg,1,7.0,
561,Spule001_Image0563.jpg,1,7.0,
562,Spule001_Image0564.jpg,1,4.0,
563,Spule001_Image0565.jpg,1,7.0,
564,Spule001_Image0566.jpg,1,7.0,
565,Spule001_Image0567.jpg,1,7.0,
566,Spule001_Image0568.jpg,1,4.0,
567,Spule001_Image0569.jpg,1,7.0,
568,Spule001_Image0570.jpg,1,7.0,
569,Spule001_Image0571.jpg,1,7.0,
570,Spule001_Image0572.jpg,1,4.0,
571,Spule001_Image0573.jpg,1,7.0,
572,Spule001_Image0574.jpg,1,7.0,
573,Spule001_Image0575.jpg,1,7.0,
574,Spule001_Image0576.jpg,1,4.0,
575,Spule001_Image0577.jpg,1,7.0,
576,Spule001_Image0578.jpg,1,7.0,
577,Spule001_Image0579.jpg,1,7.0,
578,Spule001_Image0580.jpg,1,4.0,
579,Spule001_Image0581.jpg,1,7.0,
580,Spule001_Image0582.jpg,1,7.0,
581,Spule001_Image0583.jpg,1,7.0,
582,Spule001_Image0584.jpg,1,4.0,
583,Spule001_Image0585.jpg,1,7.0,
584,Spule001_Image0586.jpg,1,7.0,
585,Spule001_Image0587.jpg,1,7.0,
586,Spule001_Image0588.jpg,1,4.0,
587,Spule001_Image0589.jpg,1,7.0,
588,Spule001_Image0590.jpg,1,7.0,
589,Spule001_Image0591.jpg,1,7.0,
590,Spule001_Image0592.jpg,1,4.0,
591,Spule001_Image0593.jpg,1,7.0,
592,Spule001_Image0594.jpg,1,7.0,
593,Spule001_Image0595.jpg,1,7.0,
594,Spule001_Image0596.jpg,1,4.0,
595,Spule001_Image0597.jpg,1,7.0,
596,Spule001_Image0598.jpg,1,7.0,
597,Spule001_Image0599.jpg,1,7.0,
598,Spule001_Image0600.jpg,1,4.0,
599,Spule001_Image0601.jpg,1,7.0,
600,Spule001_Image0602.jpg,1,7.0,
601,Spule001_Image0603.jpg,1,7.0,
602,Spule001_Image0604.jpg,1,4.0,
603,Spule001_Image0605.jpg,1,7.0,
604,Spule001_Image0606.jpg,1,7.0,
605,Spule001_Image0607.jpg,1,7.0,
