Image,Wickelfehler,Angle,Index
Spule001_Image0073.jpg,0,0.1418166024644836,58
Spule001_Image0074.jpg,0,0.0,59
Spule001_Image0075.jpg,0,0.304753288337598,60
Spule001_Image0076.jpg,0,0.27282879670786025,61
Spule001_Image0077.jpg,0,0.0,62
Spule001_Image0078.jpg,0,0.203168858891732,63
Spule001_Image0079.jpg,0,0.0,64
Spule001_Image0080.jpg,0,0.13641439835393013,65
Spule001_Image0081.jpg,0,0.1492023628072943,66
Spule001_Image0082.jpg,0,0.0,67
Spule001_Image0083.jpg,0,0.2923152603525889,68
Spule001_Image0084.jpg,0,0.0,69
Spule001_Image0085.jpg,0,0.0,70
Spule001_Image0086.jpg,0,0.0,71
Spule001_Image0087.jpg,1,0.0,72
Spule001_Image0088.jpg,1,0.27282879670786025,73
Spule001_Image0089.jpg,0,0.3901192014128223,74
Spule001_Image0090.jpg,0,0.0,75
Spule001_Image0092.jpg,1,0.8261523388256538,76
Spule001_Image0093.jpg,0,0.5728814190875516,77
Spule001_Image0094.jpg,0,0.0,78
Spule001_Image0095.jpg,1,0.2480197342962365,79
Spule001_Image0096.jpg,1,0.20103039812684415,80
Spule001_Image0097.jpg,1,0.0,81
Spule001_Image0098.jpg,0,0.0,82
Spule001_Image0099.jpg,1,0.0,83
Spule001_Image0100.jpg,1,0.2480197342962365,84
Spule001_Image0101.jpg,0,0.3255301901147431,85
Spule001_Image0102.jpg,0,1.0156940722068741,86
Spule001_Image0103.jpg,1,0.8434421815930967,87
Spule001_Image0104.jpg,0,0.0,88
Spule001_Image0105.jpg,0,1.2195517527305983,89
Spule001_Image0106.jpg,0,1.11634958765791,90
Spule001_Image0107.jpg,1,1.4453665485581246,91
Spule001_Image0108.jpg,1,1.4502162909334284,92
Spule001_Image0109.jpg,0,1.3721408025236852,93
Spule001_Image0110.jpg,0,0.0,94
Spule001_Image0111.jpg,1,0.0,95
Spule001_Image0112.jpg,1,0.16850922449612635,96
Spule001_Image0113.jpg,0,0.0,97
Spule001_Image0114.jpg,0,0.0,98
Spule001_Image0115.jpg,1,0.21219785865449547,99
Spule001_Image0116.jpg,1,0.0,100
Spule001_Image0117.jpg,0,0.13906305677016811,101
Spule001_Image0118.jpg,0,0.0,102
Spule001_Image0119.jpg,1,0.0,103
Spule001_Image0120.jpg,1,0.0,104
Spule001_Image0121.jpg,0,0.0,105
Spule001_Image0122.jpg,0,0.21458190472512692,106
Spule001_Image0123.jpg,1,0.2053533027997434,107
Spule001_Image0124.jpg,1,0.0,108
Spule001_Image0125.jpg,0,0.0,109
Spule001_Image0126.jpg,0,0.0,110
Spule001_Image0127.jpg,1,0.0,111
Spule001_Image0128.jpg,1,0.0,112
Spule001_Image0129.jpg,0,0.0,113
Spule001_Image0130.jpg,0,0.2893504832485141,114
Spule001_Image0131.jpg,1,0.0,115
Spule001_Image0132.jpg,1,0.0,116
Spule001_Image0133.jpg,0,0.17848632852151125,117
Spule001_Image0134.jpg,0,0.0,118
Spule001_Image0135.jpg,1,0.18723511085551567,119
Spule001_Image0136.jpg,1,0.0,120
Spule001_Image0137.jpg,0,0.0,121
Spule001_Image0138.jpg,0,0.2754519896092865,122
Spule001_Image0139.jpg,1,0.0,123
Spule001_Image0140.jpg,1,0.0,124
Spule001_Image0141.jpg,0,0.2969304287714276,125
Spule001_Image0142.jpg,0,0.0,126
Spule001_Image0143.jpg,1,0.0,127
Spule001_Image0144.jpg,1,0.20758522906877275,128
Spule001_Image0145.jpg,0,0.0,129
Spule001_Image0146.jpg,0,0.0,130
Spule001_Image0147.jpg,1,0.0,131
Spule001_Image0148.jpg,1,0.2512827776902557,132
Spule001_Image0149.jpg,0,0.2053533027997434,133
Spule001_Image0150.jpg,0,0.0,134
Spule001_Image0151.jpg,1,0.0,135
Spule001_Image0152.jpg,1,0.0,136
Spule001_Image0153.jpg,0,0.20103039812684415,137
Spule001_Image0154.jpg,0,0.0,138
Spule001_Image0155.jpg,1,0.0,139
Spule001_Image0156.jpg,1,0.0,140
Spule001_Image0157.jpg,0,0.13772599480464326,141
Spule001_Image0158.jpg,0,0.18130607476481303,142
Spule001_Image0159.jpg,1,0.18017006237688885,143
Spule001_Image0160.jpg,1,0.2836332049289672,144
Spule001_Image0161.jpg,0,0.4230970548545581,145
Spule001_Image0162.jpg,0,0.0,146
Spule001_Image0163.jpg,1,0.0,147
Spule001_Image0164.jpg,1,0.0,148
Spule001_Image0165.jpg,0,0.1609364285438452,149
Spule001_Image0166.jpg,0,0.3113778436031591,150
Spule001_Image0167.jpg,1,0.18541740902689086,151
Spule001_Image0168.jpg,1,0.0,152
Spule001_Image0169.jpg,0,0.4244481075285493,153
Spule001_Image0170.jpg,0,0.0,154
Spule001_Image0171.jpg,1,0.0,155
Spule001_Image0172.jpg,1,0.2953286073233355,156
Spule001_Image0173.jpg,0,0.0,157
Spule001_Image0174.jpg,0,0.4441933585160361,158
Spule001_Image0175.jpg,1,0.21458190472512692,159
Spule001_Image0176.jpg,1,0.0,160
Spule001_Image0177.jpg,0,0.19893648374305906,161
Spule001_Image0178.jpg,0,0.0,162
Spule001_Image0179.jpg,1,0.0,163
Spule001_Image0180.jpg,1,0.0,164
Spule001_Image0181.jpg,0,0.5959377603937063,165
Spule001_Image0182.jpg,0,0.2923152603525889,166
Spule001_Image0183.jpg,1,0.0,167
Spule001_Image0184.jpg,1,0.0,168
Spule001_Image0185.jpg,0,0.3218728570876904,169
Spule001_Image0186.jpg,0,0.0,170
Spule001_Image0187.jpg,1,0.0,171
Spule001_Image0188.jpg,1,0.0,172
Spule001_Image0202.jpg,0,1.5481576989779682,173
Spule001_Image0203.jpg,1,0.8184554616886145,174
Spule001_Image0206.jpg,0,0.0,175
Spule001_Image0207.jpg,1,1.7792560193409286,176
Spule001_Image0208.jpg,1,1.8778774472853597,177
Spule001_Image0209.jpg,0,0.8602039811539285,178
Spule001_Image0210.jpg,0,0.6873515615170058,179
Spule001_Image0211.jpg,1,1.6864393844814138,180
Spule001_Image0212.jpg,1,0.9655367813734936,181
Spule001_Image0213.jpg,0,0.5729959877328483,182
Spule001_Image0214.jpg,0,0.7440592028887094,183
Spule001_Image0215.jpg,1,1.1750310960854793,184
Spule001_Image0216.jpg,1,1.3213931236323435,185
Spule001_Image0217.jpg,0,0.8031417201757485,186
Spule001_Image0218.jpg,0,0.9230366370353572,187
Spule001_Image0219.jpg,1,1.2518283937599404,188
Spule001_Image0220.jpg,1,0.7754943289955418,189
Spule001_Image0221.jpg,0,0.8247750101973627,190
Spule001_Image0222.jpg,0,0.6365935759634864,191
Spule001_Image0223.jpg,1,1.3935959513044436,192
Spule001_Image0224.jpg,1,0.6903773880780616,193
Spule001_Image0225.jpg,0,0.38257114348258336,194
Spule001_Image0226.jpg,0,0.0,195
Spule001_Image0227.jpg,1,1.4922321609076583,196
Spule001_Image0228.jpg,1,1.9749340108819768,197
Spule001_Image0229.jpg,0,0.8031417201757485,198
Spule001_Image0230.jpg,0,0.6613275274476759,199
Spule001_Image0231.jpg,1,1.6423644516346236,200
Spule001_Image0232.jpg,1,1.163236198018468,201
Spule001_Image0233.jpg,0,0.5648147724131676,202
Spule001_Image0234.jpg,0,0.22467896599483514,203
Spule001_Image0235.jpg,1,1.2899323414191637,204
Spule001_Image0236.jpg,1,0.7082907137137336,205
Spule001_Image0237.jpg,0,0.551818325164047,206
Spule001_Image0238.jpg,0,0.8375549525286784,207
Spule001_Image0239.jpg,1,1.5062250336234038,208
Spule001_Image0240.jpg,1,1.4227581677604553,209
Spule001_Image0241.jpg,0,0.5754536742072021,210
Spule001_Image0242.jpg,0,0.6335601443143581,211
Spule001_Image0243.jpg,1,1.3184787758298149,212
Spule001_Image0244.jpg,1,0.8770806286775938,213
Spule001_Image0245.jpg,0,0.35807997273520425,214
Spule001_Image0246.jpg,0,1.1312058352113286,215
Spule001_Image0247.jpg,1,0.9153110413098428,216
Spule001_Image0248.jpg,1,1.5188286307536318,217
Spule001_Image0249.jpg,0,0.7464125784696672,218
Spule001_Image0250.jpg,0,0.6436522156216619,219
Spule001_Image0251.jpg,1,1.4200105743923546,220
Spule001_Image0252.jpg,1,0.6846682957490774,221
Spule001_Image0253.jpg,0,0.2836332049289672,222
Spule001_Image0254.jpg,0,0.3113778436031591,223
Spule001_Image0255.jpg,1,1.310458650127655,224
Spule001_Image0256.jpg,1,0.7161599454704085,225
Spule001_Image0257.jpg,0,0.4468714456996645,226
Spule001_Image0258.jpg,0,0.9036880853665032,227
Spule001_Image0259.jpg,1,1.296625773483473,228
Spule001_Image0260.jpg,1,1.3597125628448423,229
Spule001_Image0261.jpg,0,0.6584129726097262,230
Spule001_Image0262.jpg,0,0.6095065766751959,231
Spule001_Image0263.jpg,1,1.296625773483473,232
Spule001_Image0264.jpg,1,0.5906572146466711,233
Spule001_Image0265.jpg,0,0.5354122273934816,234
Spule001_Image0266.jpg,0,0.9098594924210244,235
Spule001_Image0267.jpg,1,1.2355949971370137,236
Spule001_Image0268.jpg,1,1.347790278850888,237
Spule001_Image0269.jpg,0,0.8484920475299594,238
Spule001_Image0270.jpg,0,0.920913869550826,239
Spule001_Image0271.jpg,1,1.3034662436869329,240
Spule001_Image0272.jpg,1,0.4296518857964866,241
Spule001_Image0273.jpg,0,0.9284648745831025,242
Spule001_Image0274.jpg,0,0.28646934884174297,243
Spule001_Image0275.jpg,1,0.9819735942989144,244
Spule001_Image0276.jpg,1,0.6820603931726519,245
Spule001_Image0277.jpg,0,0.610124255065075,246
Spule001_Image0278.jpg,0,0.7439949797453944,247
Spule001_Image0279.jpg,1,1.209355867492781,248
Spule001_Image0280.jpg,1,0.8628181902293159,249
Spule001_Image0281.jpg,0,0.5354122273934816,250
Spule001_Image0282.jpg,0,0.21702012674316207,251
Spule001_Image0283.jpg,1,1.260630299866218,252
Spule001_Image0284.jpg,1,0.5672664098579344,253
Spule001_Image0285.jpg,0,0.6401696450694336,254
Spule001_Image0286.jpg,0,0.753848333070767,255
Spule001_Image0287.jpg,1,1.2776994491200375,256
Spule001_Image0288.jpg,1,0.6588913060799431,257
Spule001_Image0289.jpg,0,0.5661342183968554,258
Spule001_Image0290.jpg,0,0.5876281009129938,259
Spule001_Image0291.jpg,1,1.2247966977024871,260
Spule001_Image0292.jpg,1,0.7252242990592521,261
Spule001_Image0293.jpg,0,0.5661342183968554,262
Spule001_Image0294.jpg,0,0.5135149969395716,263
Spule001_Image0295.jpg,1,0.9575768450282665,264
Spule001_Image0296.jpg,1,0.6295986084102669,265
Spule001_Image0297.jpg,0,0.5354122273934816,266
Spule001_Image0298.jpg,0,0.4006547864826864,267
Spule001_Image0299.jpg,1,1.075874320723826,268
Spule001_Image0300.jpg,1,0.703642346115952,269
Spule001_Image0301.jpg,0,0.8434421815930967,270
Spule001_Image0302.jpg,0,0.203168858891732,271
Spule001_Image0303.jpg,1,1.209355867492781,272
Spule001_Image0304.jpg,1,0.4647770598890279,273
Spule001_Image0305.jpg,1,0.8805508263260209,274
Spule001_Image0306.jpg,0,0.7817321948773948,275
Spule001_Image0307.jpg,1,1.2616562047136224,276
Spule001_Image0308.jpg,1,1.1934894239820348,277
Spule001_Image0309.jpg,1,0.0,278
Spule001_Image0310.jpg,0,0.8680514497455425,279
Spule001_Image0311.jpg,1,0.2677294927822669,280
Spule001_Image0312.jpg,1,0.0,281
Spule001_Image0313.jpg,1,0.2677294927822669,282
Spule001_Image0314.jpg,1,0.6168605254824717,283
Spule001_Image0315.jpg,1,0.36261214952962606,284
Spule001_Image0316.jpg,1,0.22467896599483514,285
Spule001_Image0317.jpg,1,0.8467900709966407,286
Spule001_Image0318.jpg,1,0.17848632852151125,287
Spule001_Image0319.jpg,1,1.075874320723826,288
Spule001_Image0320.jpg,1,0.0,289
Spule001_Image0321.jpg,1,0.0,290
Spule001_Image0322.jpg,1,0.0,291
Spule001_Image0323.jpg,1,0.0,292
Spule001_Image0324.jpg,1,0.21458190472512692,293
Spule001_Image0325.jpg,1,0.0,294
Spule001_Image0326.jpg,1,0.0,295
Spule001_Image0327.jpg,1,0.0,296
Spule001_Image0328.jpg,1,0.0,297
Spule001_Image0329.jpg,1,0.0,298
Spule001_Image0330.jpg,1,0.0,299
Spule001_Image0331.jpg,1,0.27812611354033623,300
Spule001_Image0332.jpg,1,0.2098662028034223,301
Spule001_Image0333.jpg,1,0.3255301901147431,302
Spule001_Image0335.jpg,1,0.0,303
Spule001_Image0336.jpg,1,0.0,304
Spule001_Image0337.jpg,1,0.2357731228480855,305
Spule001_Image0338.jpg,1,0.0,306
Spule001_Image0339.jpg,1,0.0,307
Spule001_Image0340.jpg,1,0.0,308
Spule001_Image0341.jpg,1,0.0,309
Spule001_Image0342.jpg,1,0.0,310
Spule001_Image0343.jpg,1,0.0,311
Spule001_Image0344.jpg,1,0.0,312
Spule001_Image0345.jpg,1,0.0,313
Spule001_Image0346.jpg,1,0.0,314
Spule001_Image0347.jpg,1,0.0,315
Spule001_Image0348.jpg,1,0.21219785865449547,316
Spule001_Image0349.jpg,1,0.0,317
Spule001_Image0350.jpg,1,0.2417414330197507,318
Spule001_Image0351.jpg,1,0.0,319
Spule001_Image0352.jpg,1,0.0,320
Spule001_Image0353.jpg,1,0.0,321
Spule001_Image0354.jpg,1,0.0,322
Spule001_Image0355.jpg,1,0.0,323
Spule001_Image0356.jpg,1,0.0,324
Spule001_Image0357.jpg,1,0.2754519896092865,325
Spule001_Image0358.jpg,1,0.33502866841806034,326
Spule001_Image0359.jpg,1,0.0,327
Spule001_Image0360.jpg,1,0.0,328
Spule001_Image0361.jpg,1,0.0,329
Spule001_Image0362.jpg,1,0.0,330
Spule001_Image0363.jpg,1,0.0,331
Spule001_Image0364.jpg,1,0.0,332
Spule001_Image0365.jpg,1,0.17848632852151125,333
Spule001_Image0366.jpg,1,0.0,334
Spule001_Image0367.jpg,1,0.0,335
Spule001_Image0368.jpg,1,0.0,336
Spule001_Image0369.jpg,1,0.0,337
Spule001_Image0370.jpg,1,0.0,338
Spule001_Image0371.jpg,1,0.0,339
Spule001_Image0372.jpg,1,0.3113778436031591,340
Spule001_Image0373.jpg,1,0.21951439252120103,341
Spule001_Image0374.jpg,1,0.1591483939908716,342
Spule001_Image0375.jpg,1,0.17848632852151125,343
Spule001_Image0376.jpg,1,0.0,344
Spule001_Image0377.jpg,1,0.0,345
Spule001_Image0378.jpg,1,0.0,346
Spule001_Image0380.jpg,1,0.7543663297768466,347
Spule001_Image0401.jpg,1,0.0,348
Spule001_Image0402.jpg,1,0.0,349
Spule001_Image0403.jpg,1,0.0,350
Spule001_Image0404.jpg,1,0.0,351
Spule001_Image0405.jpg,1,0.18541740902689086,352
Spule001_Image0406.jpg,1,0.0,353
Spule001_Image0407.jpg,1,0.0,354
Spule001_Image0408.jpg,1,0.3872391672716503,355
Spule001_Image0409.jpg,1,0.2953286073233355,356
Spule001_Image0410.jpg,1,0.196885738215557,357
Spule001_Image0411.jpg,1,0.2677294927822669,358
Spule001_Image0412.jpg,1,0.2923152603525889,359
Spule001_Image0413.jpg,1,0.5724827811198648,360
Spule001_Image0414.jpg,1,0.0,361
Spule001_Image0415.jpg,1,0.0,362
Spule001_Image0416.jpg,1,0.0,363
Spule001_Image0417.jpg,1,0.0,364
Spule001_Image0418.jpg,1,0.2754519896092865,365
Spule001_Image0419.jpg,1,0.2702550935653333,366
Spule001_Image0420.jpg,1,0.658543177563603,367
Spule001_Image0421.jpg,1,0.5570922755861479,368
Spule001_Image0422.jpg,1,0.0,369
Spule001_Image0423.jpg,1,0.0,370
Spule001_Image0424.jpg,1,0.0,371
Spule001_Image0425.jpg,1,0.0,372
Spule001_Image0426.jpg,1,0.0,373
Spule001_Image0427.jpg,1,0.5692750899725332,374
Spule001_Image0428.jpg,1,0.22206665672771386,375
Spule001_Image0429.jpg,1,0.2580733883093541,376
Spule001_Image0430.jpg,1,0.2984047256145886,377
Spule001_Image0431.jpg,1,0.0,378
Spule001_Image0432.jpg,1,0.0,379
Spule001_Image0433.jpg,1,0.0,380
Spule001_Image0434.jpg,1,0.0,381
Spule001_Image0435.jpg,1,0.0,382
Spule001_Image0436.jpg,1,0.22467896599483514,383
Spule001_Image0437.jpg,1,0.0,384
Spule001_Image0438.jpg,1,0.21951439252120103,385
Spule001_Image0439.jpg,1,0.0,386
Spule001_Image0440.jpg,1,0.0,387
Spule001_Image0441.jpg,1,0.0,388
Spule001_Image0442.jpg,1,0.0,389
Spule001_Image0443.jpg,1,0.0,390
Spule001_Image0444.jpg,1,0.0,391
Spule001_Image0445.jpg,1,0.0,392
Spule001_Image0446.jpg,1,0.0,393
Spule001_Image0447.jpg,1,0.0,394
Spule001_Image0448.jpg,1,0.0,395
Spule001_Image0449.jpg,1,0.0,396
Spule001_Image0450.jpg,1,0.0,397
Spule001_Image0451.jpg,1,0.0,398
Spule001_Image0452.jpg,1,0.0,399
Spule001_Image0453.jpg,1,0.0,400
Spule001_Image0454.jpg,1,0.4212621303702073,401
Spule001_Image0455.jpg,1,0.0,402
Spule001_Image0456.jpg,1,0.0,403
Spule001_Image0457.jpg,1,0.0,404
Spule001_Image0458.jpg,1,0.7252242990592521,405
Spule001_Image0459.jpg,1,0.0,406
Spule001_Image0460.jpg,1,0.0,407
Spule001_Image0461.jpg,1,0.0,408
Spule001_Image0462.jpg,1,0.0,409
Spule001_Image0463.jpg,1,0.0,410
Spule001_Image0464.jpg,1,0.0,411
Spule001_Image0465.jpg,1,0.0,412
Spule001_Image0466.jpg,1,0.0,413
Spule001_Image0467.jpg,1,0.0,414
Spule001_Image0468.jpg,1,0.0,415
Spule001_Image0469.jpg,1,0.0,416
Spule001_Image0470.jpg,1,0.304753288337598,417
Spule001_Image0471.jpg,1,0.2923152603525889,418
Spule001_Image0472.jpg,1,0.0,419
Spule001_Image0473.jpg,1,0.17848632852151125,420
Spule001_Image0474.jpg,1,0.0,421
Spule001_Image0475.jpg,1,0.3147993042051335,422
Spule001_Image0476.jpg,1,0.6365935759634864,423
Spule001_Image0477.jpg,1,0.3370184489922527,424
Spule001_Image0478.jpg,1,0.0,425
Spule001_Image0479.jpg,1,0.304753288337598,426
Spule001_Image0480.jpg,1,0.203168858891732,427
Spule001_Image0481.jpg,1,0.2677294927822669,428
Spule001_Image0482.jpg,1,0.0,429
Spule001_Image0483.jpg,1,0.0,430
Spule001_Image0484.jpg,1,0.20758522906877275,431
Spule001_Image0485.jpg,1,0.2677294927822669,432
Spule001_Image0486.jpg,1,0.6063828563980166,433
Spule001_Image0487.jpg,1,0.2677294927822669,434
Spule001_Image0488.jpg,1,0.2754519896092865,435
Spule001_Image0489.jpg,1,0.8338169530080701,436
Spule001_Image0490.jpg,1,0.304753288337598,437
Spule001_Image0491.jpg,1,0.2702550935653333,438
Spule001_Image0492.jpg,1,0.15739965210256673,439
Spule001_Image0493.jpg,1,0.17848632852151125,440
Spule001_Image0494.jpg,1,0.0,441
Spule001_Image0495.jpg,1,0.0,442
Spule001_Image0496.jpg,1,0.0,443
Spule001_Image0497.jpg,1,0.3330999850915708,444
Spule001_Image0498.jpg,1,0.6661099269348194,445
Spule001_Image0499.jpg,1,1.2381635739503556,446
Spule001_Image0500.jpg,1,0.6403294943198765,447
Spule001_Image0501.jpg,1,1.0519771876642623,448
Spule001_Image0502.jpg,1,1.9648364829318397,449
Spule001_Image0503.jpg,1,1.58128242190336,450
Spule001_Image0504.jpg,1,1.363927531602919,451
Spule001_Image0505.jpg,1,1.260630299866218,452
Spule001_Image0506.jpg,1,1.1345327761252662,453
Spule001_Image0507.jpg,1,0.2808526662832735,454
Spule001_Image0508.jpg,1,0.7073193685442565,455
Spule001_Image0509.jpg,1,0.2677294927822669,456
Spule001_Image0510.jpg,1,0.0,457
Spule001_Image0511.jpg,1,0.0,458
Spule001_Image0512.jpg,1,0.0,459
Spule001_Image0513.jpg,1,0.2677294927822669,460
Spule001_Image0514.jpg,1,0.2417414330197507,461
Spule001_Image0515.jpg,1,0.0,462
Spule001_Image0516.jpg,1,0.0,463
Spule001_Image0517.jpg,1,0.0,464
Spule001_Image0518.jpg,1,0.0,465
Spule001_Image0519.jpg,1,0.0,466
Spule001_Image0520.jpg,1,0.0,467
Spule001_Image0521.jpg,1,0.2053533027997434,468
Spule001_Image0522.jpg,1,0.0,469
Spule001_Image0523.jpg,1,0.0,470
Spule001_Image0524.jpg,1,0.0,471
Spule001_Image0525.jpg,1,0.0,472
Spule001_Image0526.jpg,1,0.0,473
Spule001_Image0527.jpg,1,0.0,474
Spule001_Image0528.jpg,1,0.0,475
Spule001_Image0529.jpg,1,0.1836346597395243,476
Spule001_Image0530.jpg,1,0.0,477
Spule001_Image0531.jpg,1,0.0,478
Spule001_Image0532.jpg,1,0.0,479
Spule001_Image0533.jpg,1,0.0,480
Spule001_Image0534.jpg,1,0.19893648374305906,481
Spule001_Image0535.jpg,1,0.0,482
Spule001_Image0536.jpg,1,0.0,483
Spule001_Image0537.jpg,1,0.4004937509380268,484
Spule001_Image0538.jpg,1,0.0,485
Spule001_Image0539.jpg,1,0.0,486
Spule001_Image0540.jpg,1,0.0,487
Spule001_Image0541.jpg,1,0.0,488
Spule001_Image0542.jpg,1,0.21702012674316207,489
Spule001_Image0543.jpg,1,0.0,490
Spule001_Image0544.jpg,1,0.0,491
Spule001_Image0545.jpg,1,0.59325968289701,492
Spule001_Image0546.jpg,1,0.3569414849289877,493
Spule001_Image0547.jpg,1,0.0,494
Spule001_Image0548.jpg,1,0.17848632852151125,495
Spule001_Image0549.jpg,1,0.0,496
Spule001_Image0550.jpg,1,0.0,497
Spule001_Image0551.jpg,1,0.0,498
Spule001_Image0552.jpg,1,0.0,499
Spule001_Image0553.jpg,1,0.4024375357700529,500
Spule001_Image0554.jpg,1,0.2984047256145886,501
Spule001_Image0555.jpg,1,0.17848632852151125,502
Spule001_Image0556.jpg,1,0.0,503
Spule001_Image0557.jpg,1,0.2677294927822669,504
Spule001_Image0558.jpg,1,0.20103039812684415,505
Spule001_Image0559.jpg,1,0.0,506
Spule001_Image0560.jpg,1,0.0,507
Spule001_Image0561.jpg,1,0.5929631189765431,508
Spule001_Image0562.jpg,1,0.21951439252120103,509
Spule001_Image0563.jpg,1,0.3370184489922527,510
Spule001_Image0564.jpg,1,0.0,511
Spule001_Image0565.jpg,1,0.5536814629911337,512
Spule001_Image0566.jpg,1,0.19290852186925406,513
Spule001_Image0567.jpg,1,0.0,514
Spule001_Image0568.jpg,1,0.3370184489922527,515
Spule001_Image0569.jpg,1,0.27812611354033623,516
Spule001_Image0570.jpg,1,0.0,517
Spule001_Image0571.jpg,1,0.0,518
Spule001_Image0574.jpg,1,0.658543177563603,519
Spule001_Image0586.jpg,1,0.0,520
Spule001_Image0587.jpg,1,0.6030911943805325,521
Spule001_Image0589.jpg,1,0.27812611354033623,522
Spule001_Image0590.jpg,1,1.0912162252625979,523
Spule001_Image0591.jpg,1,1.11407876145824,524
Spule001_Image0592.jpg,1,1.0708244547869632,525
Spule001_Image0593.jpg,1,0.4618604714947672,526
Spule001_Image0594.jpg,1,0.6511444458694919,527
Spule001_Image0595.jpg,1,0.658543177563603,528
Spule001_Image0596.jpg,1,0.6296746315849023,529
Spule001_Image0597.jpg,1,0.0,530
Spule001_Image0598.jpg,1,0.6106120483343321,531
Spule001_Image0599.jpg,1,1.091612035542378,532
Spule001_Image0600.jpg,1,0.9210868589987624,533
Spule001_Image0601.jpg,1,0.5509549102481965,534
Spule001_Image0602.jpg,1,0.0,535
Spule001_Image0603.jpg,1,0.8388668189449329,536
Spule001_Image0604.jpg,1,0.8780726652365867,537
Spule001_Image0605.jpg,1,0.0,538
Spule001_Image0606.jpg,1,0.3113778436031591,539
Spule001_Image0607.jpg,1,1.0708244547869632,540
Spule001_Image0608.jpg,1,0.6867596693636989,541
Spule001_Image0609.jpg,1,0.5757594469818821,542
Spule001_Image0610.jpg,1,0.0,543
Spule001_Image0611.jpg,1,1.0810203400247806,544
Spule001_Image0612.jpg,1,0.7160480920823232,545
Spule001_Image0613.jpg,1,0.0,546
Spule001_Image0614.jpg,1,0.6406494323849606,547
Spule001_Image0615.jpg,1,1.3695809515401354,548
Spule001_Image0616.jpg,1,0.6095065766751959,549
Spule001_Image0617.jpg,1,0.27282879670786025,550
Spule001_Image0618.jpg,1,0.6095065766751959,551
Spule001_Image0619.jpg,1,0.8108642170027679,552
Spule001_Image0620.jpg,1,0.6033550786569041,553
Spule001_Image0621.jpg,1,0.2953286073233355,554
Spule001_Image0622.jpg,1,0.2677294927822669,555
Spule001_Image0623.jpg,1,0.3292715887818015,556
Spule001_Image0624.jpg,1,0.0,557
Spule001_Image0625.jpg,1,0.0,558
Spule001_Image0626.jpg,1,0.6047661368234862,559
